Id	Score	Text
3348	5	My cats loved these treats and I think that they really help with releasing the hairballs, I noticed some changes in their litterbox which prove to me that these treats help with hairballs issues, I am going to buy again from these treats before my cats finish them out.
3349	4	Was looking for this and one other Indian Spice, since I am from a small city I couldn't seem to find it.  Found it easily on Amazon.  The ordering process was easy and the product arrived right on time. The company it was from also sent a brochure of their other spices, will definitely order from them again!
3350	5	My two cats will eat anything. So why do I even care what they eat? I care because it's about their health and it's a important responsibility I accepted when I adopted them. This Wellness Canned food is very fresh and (according to the experts) has all the healthy nutrition cats need. I've tried a few different brands and this one gives my cats the best soft, full coat and even makes their poop smell less (super bonus!). It's pricier, but give it a shot.
3351	5	Best one if you are looking for pure St John Wort Tea, all the other St John tea have other items in them hence you effects like high blood pressure get this instead it is better then a regular anti depressant and works right away
3352	5	Short and to the point. Ordered these three days before Christmas, they had them delivered a day before. I would suggest them to anyone. They taste amazing and there is a reason they sell out near immeadiately.
3353	5	Great real coconut young coconut taste. Not the usual overwhelming sweet taste seen on other coconut water canned drinks.  Good on the environment. Made in Brazil. Even better.
3354	5	Sadaf Special Blend is my 'special occasion' tea, the one I break out for company or really bad days when I need something yummy and comforting.  I took one box to Haiti and made it last for three years, doling it out to myself and the odd visitor like it was gold.  So imagine my joy to return at last to the US and find this 4-pack on Amazon, deliverable straight to my door!  I already gave one box as a gift for a friend who shares my tea obsession, but I am happily enjoying a regular mug of Sadaf Special Blend.  Will definitely stock up before my next overseas move, as should all tea lovers.  It is the perfect combination of cardamom and other spices -- mixed with milk and occasionally honey, there's no beating it.
3355	5	I'm into maximizing health. I don't use any artificial sweeteners or refined sugars in any form. Xylichew was a great find because its ingredient list is actually safe. This is rare for a gum. The gum has a great taste, it has the right amount of sweetness, and the pieces are a good size. I take half a piece at a time, while my wife prefers a whole piece. If you are looking for a safe gum - this is the one. And Amazon has such a sweet deal on it - don't pass it up!
3356	1	The 1 Pound LB Madagascar Bourbon Planifolia Extract was not received vacuum sealed as shown and described. This has considerably undermined the quality of the product and its freshness. After contacting the supplier, he gave inadequate and irrelevant reasons as why the item was not vacuum sealed! I guess the supplier since he knew the item has been shipped outside the US, he did not care much about quality and customer rights and satisfaction.
3357	5	Diamond Almonds<br />Almonds are a good source of magnesium. One ounce contain approximately 20% of the RDA for an adult recommended dietary allowance (RDA)<br />Recommended Dietary Allowance (RDA) the amounts of selected nutrients considered adequate to meet the known nutrient needs of healthy people. The RDA is based on scientific knowledge and has been presented by a committee of the Food and Nutrition Board (FNB) of the National Academy of Sciences (NAS). The Canadian equivalent is the Recommended Nutrient Intakes. RDA is generally accepted throughout the world as a valid source of information. At least 40 different nations have as well as organizations have published standards similar to the RDA.<br /><br />Magnesium is the fourth most abundant mineral in the body and is essential to good health. Approximately 50% of total body magnesium is found in bone. The other half is found predominantly inside cells of body tissues and organs. Only 1% of magnesium is found in blood, but the body works very hard to keep blood levels of magnesium constant.<br />Magnesium is needed for more than 300 biochemical reactions in the body. It helps maintain normal muscle and nerve function, keeps heart rhythm steady, supports a healthy immune system, and keeps bones strong. Magnesium also helps regulate blood sugar levels, promotes normal blood pressure, and is known to be involved in energy metabolism and protein synthesis. There is an increased interest in the role of magnesium in preventing and managing disorders such as hypertension, cardiovascular disease, and diabetes. Dietary magnesium is absorbed in the small intestines. Are you taking enough magnesium in the diet? The recommended daily allowance is 300mgs/day for men, 350mgs for women. Magnesium is extremely safe by mouth - too much simply causes diarrhea. Try increasing the amount of magnesium you take by mouth until it causes diarrhea, then reduce the dose slightly so it does not. This is called taking magnesium to bowel tolerance (just like using vitamin C to bowel tolerance.<br /><br />Almonds are a good source of Fiber.<br />One ounce contains approximately 12% of the RDA for an adult.<br />So, in summary, Almonds are a very healthy snack, so what's left to say?<br /><br />Two things:<br />1st be cautious about  bowel tolerance  or  happy bowels  if you prefer.<br />2nd Taste.  I realize that taste is a personal thing.  That's why they make chocolate, strawberry, and vanilla.<br /><br />Here's my current favorites <br /><br /> 1st Blue Diamond Dark mint dark chocolate (reminds me of the chocolate mint Girl Scout Cookies with less sugar).<br /><br />2nd Blue diamond Dark Chocolate Oven Roasted<br />3rd  Blue diamond Blue Butter Toffee<br />4thd Blue Diamond Almonds Bold Habanero BBQ (reminds me of  BBQ potato chips again with less sugar).<br />5th Bold Blazin Buffalo Wing<br />6th Blue Diamond Almonds Cinnamon Brown Sugar<br />7th  Blue Diamond Almonds Lime `n Chili<br />8th  Blue Diamond Almonds Smokehouse<br />9th  Bold Wasabi & Soy Sauce<br /><br />But that's just me: you might have a completely different take on these flavors.<br /> 4th  and 5th are very close.<br /><br />Gunner<br />May, 2012
